年級,向度,編號,班別,科目名稱,任課教授,"上課時數
正課/實驗實習/書報討論",學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
2,自然科學與技術,7506012,2,"星空探索
Exploring the Sky",李昫岱 ,"2
2/0/0",2,通識,"二7,8",共同教室大樓208,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,能源、環境與生態,7506013,1,"台灣地質探索-恆春半島地質調查
Introduction of Geological Survey in Taiwan - Case of Hengchun Peninsula",陳嘉俞 ,"2
2/0/0",2,通識,"二10,11",地震館302,36,link,保留新生20人; 擋修地環系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。1. 本課程有三天(五六日)為野外課程時間。 2. 本課程不提供公假，僅提供野外實習證明（上課證明），若野外時間與其他課程衝突，請先經過該課程老師同意後再進行簽選。 3. 請確認自己身體健康、四肢活動正常，未患心臟病、癌症、氣喘，且未有懷孕與其他不應參加劇烈野外活動的情形。若有上述情形，則不建議參加本課程。 4. 野外課程中須步入河谷、礫石灘及攀爬珊瑚礁，選課前請衡量自身身體狀況。 5. 野外定金用於繳納遊覽車、旅館及餐廳預訂，請務必確認行事曆公告之各時間是否可以出席，野外定金一旦繳交即不退費！ 6. 因課程須至校外，為方便控管，故限制修課人數。
2,自然科學與技術,7506014,1,"天文概論與觀測
Introduction of Astronomy and Observation",謝立宜 ,"2
2/0/0",2,通識,"二13,14",共同教室大樓506,30,link,保留新生9人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7506014,2,"天文概論與觀測
Introduction of Astronomy and Observation",謝立宜 ,"2
2/0/0",2,通識,"三13,14",共同教室大樓506,30,link,保留新生9人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7507003,1,"建築與防震
Aseismic Concepts for Building Structures",蔡中暉 ,"2
2/0/0",2,通識,"三7,8",共同教室大樓201,60,link,保留新生18人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,自然科學與技術,7507004,1,"今日汽車
Modern Vehicle",劉政益 ,"2
2/0/0",2,通識,"四4,5",工學院B館116,90,link,保留新生25人.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
2,資訊能力課程,7507009,1,"資訊安全導論
Introduction to Information Security",王俊堯 黃柏森 ,"2
2/0/0",2,通識,"四11,12",電算中心215教室,60,link,"保留新生20人; 擋修資工系電機系化工系通訊系會資系資管系. ,列入資通安全學程(1091起停辦)科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507013,1,"資訊科技應用
Applications of Information Technology",余泳儒 ,"2
2/0/0",2,通識,"二11,12",電算中心216教室,40,link,"保留新生11人; 擋修資工系電機系通訊系資管系. ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507013,2,"資訊科技應用
Applications of Information Technology",余泳儒 ,"2
2/0/0",2,通識,"三11,12",電算中心216教室,40,link,"保留新生11人; 擋修資工系電機系通訊系資管系. ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,能源、環境與生態,7507014,1,"綠色建築概論
An Introduction to Green Architecture",蔡中暉 ,"2
2/0/0",2,通識,"二4,5",共同教室大樓201,60,link,"保留新生15人. ,列入循環科技與永續發展學分學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507018,1,"巨量資料分析與應用
Big Data Analytics and Applications",張漢呈 ,"2
2/0/0",2,通識,"三11,12",電算中心215教室,70,link,"保留新生20人; 擋修資工系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507019,1,"資訊創意
Information Innovation",范崇碩 ,"2
2/0/0",2,通識,"一8,9",電算中心215教室,40,link,"保留新生11人; 擋修資工系電機系通訊系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目擋修資工系電機系通訊系資管系；本課程為社會服務學習課程之「認證型課程」，修課學生需前往校外合作單位進行服務，建議備有交通工具或駕照者為佳；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507019,2,"資訊創意
Information Innovation",李俊宏 ,"2
2/0/0",2,通識,"五4,5",電算中心214教室,38,link,"保留新生11人; 擋修資工系電機系通訊系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目擋修資工系電機系通訊系資管系；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507020,1,"計算思維與程式設計
Computational Thinking and Programming",范崇碩 ,"2
2/0/0",2,通識,"二4,5",電算中心215教室,40,link,"保留新生11人; 擋修資工系電機系機械系通訊系會資系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507022,1,"機器人探索與應用
Robotic Exploration and Applications",范崇碩 ,"2
2/0/0",2,通識,"一4,5",共同教室大樓302TEAL教室,40,link,"保留新生11人; 擋修資工系電機系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,自然科學與技術,7507026,1,"生活中的資料科學
Data Science in Real Life",鍾峰宜 ,"2
2/0/0",2,通識,"四8,9",電算中心216教室,40,link,"保留新生11人; 擋修資工系電機系通訊系會資系資管系. ,列入人工智慧跨領域微學程科目 ,列入數位科技跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507030,1,"無人機探索與應用
Drone Exploration and Application",范崇碩 ,"2
2/0/0",2,通識,"四8,9",電算中心217教室,30,link,"保留新生16人; 擋修電機系通訊系. ,列入數位科技跨領域微學程科目受限於無人機飛行場地及備設因素，本課程不開放加簽及旁聽；選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507031,1,"深度學習在人工智慧的應用
Applications of Deep Learning in Artificial Intelligence",蘇淵源 ,"2
2/0/0",2,通識,"二10,11",電算中心215教室,40,link,"保留新生11人; 擋修資工系電機系會資系資管系. ,列入人工智慧跨領域微學程科目選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。"
2,資訊能力課程,7507032,1,"生成式人工智慧應用實務
The Generative AI Practical and Applications",簡廷軒 ,"2
2/0/0",2,通識,"三8,9",電算中心216教室,40,link,保留新生11人; 擋修資工系電機系通訊系會資系資管系.選課前請至通識教育中心網頁瀏覽各學系不採計通識課程列表。
1,,9021001,1,"體育（一）
Physical Education (I)",林玉瓊 ,"2
2/0/0",0,必修,"一4,5",體育館1,55,link,保留新生50人; 支援中文系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,2,"體育（一）
Physical Education (I)",邱耀志 ,"2
2/0/0",0,必修,"一4,5",體育館2,55,link,保留新生50人; 支援外文系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,3,"體育（一）
Physical Education (I)",沈緯鈞 ,"2
2/0/0",0,必修,"一4,5",體育館3,55,link,保留新生50人; 支援歷史系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,4,"體育（一）
Physical Education (I)",吳君毅 ,"2
2/0/0",0,必修,"一4,5",體育館4,55,link,保留新生50人; 支援哲學系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,5,"體育（一）
Physical Education (I)",曾沈連魁 ,"2
2/0/0",0,必修,"三4,5",體育館5,55,link,保留新生50人; 支援社福系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,6,"體育（一）
Physical Education (I)",呂祐玫 ,"2
2/0/0",0,必修,"一4,5",體育館5,55,link,保留新生50人; 支援心理系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,7,"體育（一）
Physical Education (I)",林玉瓊 ,"2
2/0/0",0,必修,"一8,9",體育館1,55,link,保留新生50人; 支援經濟學系一年級A班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,8,"體育（一）
Physical Education (I)",呂祐玫 ,"2
2/0/0",0,必修,"一8,9",體育館2,55,link,保留新生50人; 支援財金系一年級A班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,9,"體育（一）
Physical Education (I)",龔泰源 ,"2
2/0/0",0,必修,"一8,9",體育館3,55,link,保留新生50人; 支援財金系一年級B班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,10,"體育（一）
Physical Education (I)",龔泰源 ,"2
2/0/0",0,必修,"一10,11",體育館1,55,link,保留新生50人; 支援經濟學系一年級B班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,11,"體育（一）
Physical Education (I)",莊麗燕 ,"2
2/0/0",0,必修,"一10,11",體育館2,55,link,保留新生50人; 支援企管系一年級A班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,12,"體育（一）
Physical Education (I)",邱耀志 ,"2
2/0/0",0,必修,"一10,11",體育館3,55,link,保留新生50人; 支援企管系一年級B班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,13,"體育（一）
Physical Education (I)",楊亮梅 ,"2
2/0/0",0,必修,"一10,11",體育館4,55,link,保留新生50人; 支援犯防系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,14,"體育（一）
Physical Education (I)",吳君毅 ,"2
2/0/0",0,必修,"三4,5",體育館1,55,link,保留新生50人; 支援財法系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,15,"體育（一）
Physical Education (I)",呂祐玫 ,"2
2/0/0",0,必修,"一10,11",體育館5,55,link,保留新生50人; 支援法學組一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,16,"體育（一）
Physical Education (I)",邱秀玲 ,"2
2/0/0",0,必修,"一10,11",體育館6,55,link,保留新生50人; 支援法制組一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,17,"體育（一）
Physical Education (I)",陳進祥 ,"2
2/0/0",0,必修,"三4,5",體育館2,55,link,保留新生50人; 支援勞工系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,18,"體育（一）
Physical Education (I)",呂祐玫 ,"2
2/0/0",0,必修,"三4,5",體育館3,55,link,保留新生50人; 支援政治系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,19,"體育（一）
Physical Education (I)",王瑞任 ,"2
2/0/0",0,必修,"三4,5",體育館4,55,link,保留新生50人; 支援傳播系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,20,"體育（一）
Physical Education (I)",吳君毅 ,"2
2/0/0",0,必修,"三8,9",體育館1,55,link,保留新生50人; 支援電機系一年級A班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,21,"體育（一）
Physical Education (I)",林玉瓊 ,"2
2/0/0",0,必修,"三8,9",體育館2,55,link,保留新生50人; 支援電機系一年級B班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,22,"體育（一）
Physical Education (I)",陳進祥 ,"2
2/0/0",0,必修,"三8,9",體育館3,55,link,保留新生50人; 支援機械系一年級A班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,23,"體育（一）
Physical Education (I)",劉淑燕 ,"2
2/0/0",0,必修,"三8,9",體育館4,55,link,保留新生50人; 支援機械系一年級B班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,24,"體育（一）
Physical Education (I)",王瑞任 ,"2
2/0/0",0,必修,"三8,9",體育館5,55,link,保留新生50人; 支援化工系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,25,"體育（一）
Physical Education (I)",劉淑燕 ,"2
2/0/0",0,必修,"三10,11",體育館1,55,link,保留新生50人; 支援資工系一年級A班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,26,"體育（一）
Physical Education (I)",曾沈連魁 ,"2
2/0/0",0,必修,"三10,11",體育館2,55,link,保留新生50人; 支援資工系一年級B班.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,27,"體育（一）
Physical Education (I)",陳進祥 ,"2
2/0/0",0,必修,"三10,11",體育館3,55,link,保留新生50人; 支援會資系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,28,"體育（一）
Physical Education (I)",林玉瓊 ,"2
2/0/0",0,必修,"三10,11",體育館4,55,link,保留新生50人; 支援資管系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,29,"體育（一）
Physical Education (I)",吳君毅 ,"2
2/0/0",0,必修,"三10,11",體育館5,55,link,保留新生50人; 支援成教系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,30,"體育（一）
Physical Education (I)",龔泰源 ,"2
2/0/0",0,必修,"五8,9",體育館1,55,link,保留新生50人; 支援數學系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,31,"體育（一）
Physical Education (I)",沈緯鈞 ,"2
2/0/0",0,必修,"五8,9",體育館2,55,link,保留新生50人; 支援物理系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,32,"體育（一）
Physical Education (I)",王文郁 ,"2
2/0/0",0,必修,"五8,9",體育館3,55,link,保留新生50人; 支援化暨生化系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,33,"體育（一）
Physical Education (I)",陳奇鈺 ,"2
2/0/0",0,必修,"五8,9",體育館4,55,link,保留新生50人; 支援地環系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,34,"體育（一）
Physical Education (I)",邱秀玲 ,"2
2/0/0",0,必修,"五8,9",體育館5,55,link,保留新生50人; 支援生醫系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,35,"體育（一）
Physical Education (I)",邱耀志 ,"2
2/0/0",0,必修,"五8,9",體育館6,55,link,保留新生50人; 支援通訊系一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021001,36,"體育（一）
Physical Education (I)",莊麗燕 ,"2
2/0/0",0,必修,"五8,9",體育館7,55,link,保留新生50人; 支援紫荊不分系學士學位學程一年級.1.大一隨班上課，限本系(班)生修，不得跑班2.大一必修科目：游泳、體適能
1,,9021091,1,"體育（特別班一）
Physical Education (I)",邱秀玲 ,"2
2/0/0",0,必修,"一13,14",體育館9,20,link,1.本班為身體情況不適激烈運動者，憑正式醫事證明始得選修；非屬本班上課對象者請勿選修2.第一堂課於體育館第一會議室門口集合，之後由教師於課堂上說明上課地點，缺課不知上課地點者，請自行詢問上課同學。
2,,9022201,1,"體育：羽球（一）
Physical Education: Badminton（Ｉ）",李淑芳 ,"2
2/0/0",0,必修,"二4,5",羽球館1,45,link,支援資工系資管系犯防系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022201,2,"體育：羽球（一）
Physical Education: Badminton（Ｉ）",陳永洲 ,"2
2/0/0",0,必修,"二8,9",羽球館1,45,link,支援財金系企管系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022201,3,"體育：羽球（一）
Physical Education: Badminton（Ｉ）",王文郁 ,"2
2/0/0",0,必修,"四8,9",羽球館1,45,link,支援地環系社福系心理系勞工系傳播系化工系紫荊不分系學士學位學程二年級.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022201,4,"體育：羽球（一）
Physical Education: Badminton（Ｉ）",沈緯鈞 ,"2
2/0/0",0,必修,"五4,5",羽球館1,45,link,支援數學系化暨生化系電機系經濟學系法學組法制組紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022201,5,"體育：羽球（一）
Physical Education: Badminton（Ｉ）",沈緯鈞 ,"2
2/0/0",0,必修,"五10,11",羽球館1,45,link,支援外文系物理系生醫系政治系機械系通訊系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022201,6,"體育：羽球（一）
Physical Education: Badminton（Ｉ）",邱秀玲 ,"2
2/0/0",0,必修,"四10,11",羽球館1,45,link,1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022201,7,"體育：羽球（一）
Physical Education: Badminton（Ｉ）",王文郁 ,"2
2/0/0",0,必修,"四4,5",羽球館1,45,link,支援中文系歷史系哲學系會資系財法系成教系紫荊不分系學士學位學程二年級.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022203,2,"體育：網球（一）
Physical Education: Tennis（Ⅰ）",李元宏 ,"2
2/0/0",0,必修,"四8,9",網球場1,45,link,支援地環系社福系心理系勞工系傳播系化工系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022203,3,"體育：網球（一）
Physical Education: Tennis（Ⅰ）",邱秀玲 ,"2
2/0/0",0,必修,"五10,11",網球場1,45,link,支援外文系物理系生醫系政治系機械系通訊系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022205,1,"體育：籃球（一）
Physical Education: Basketball（Ⅰ）",余文章 ,"2
2/0/0",0,必修,"五2,3",室內籃球場,45,link,1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022205,2,"體育：籃球（一）
Physical Education: Basketball（Ⅰ）",余文章 ,"2
2/0/0",0,必修,"二2,3",室內籃球場,45,link,1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022205,3,"體育：籃球（一）
Physical Education: Basketball（Ⅰ）",何承訓 ,"2
2/0/0",0,必修,"四8,9",室內籃球場,45,link,支援地環系社福系心理系勞工系傳播系化工系紫荊不分系學士學位學程二年級.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022205,4,"體育：籃球（一）
Physical Education: Basketball（Ⅰ）",余文章 ,"2
2/0/0",0,必修,"五4,5",室內籃球場,45,link,支援數學系化暨生化系電機系經濟學系法學組法制組紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022205,5,"體育：籃球（一）
Physical Education: Basketball（Ⅰ）",陳虔倖 ,"2
2/0/0",0,必修,"二10,11",室內籃球場,45,link,1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022207,1,"體育：排球（一）
Physical Education: Volleyball（Ⅰ）",呂祐玫 ,"2
2/0/0",0,必修,"五4,5",室內排球場,45,link,支援數學系化暨生化系電機系經濟學系法學組法制組紫荊不分系學士學位學程二年級A班B班.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022207,3,"體育：排球（一）
Physical Education: Volleyball（Ⅰ）",林明輝 ,"2
2/0/0",0,必修,"四4,5",室內排球場,45,link,支援中文系歷史系哲學系會資系財法系成教系紫荊不分系學士學位學程二年級.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022209,1,"體育：桌球（一）
Physical Education: Table Tennis（Ⅰ）",陳俊民 ,"2
2/0/0",0,必修,"二4,5",桌球教室,40,link,支援資工系資管系犯防系紫荊不分系學士學位學程二年級A班B班.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
2,,9022209,2,"體育：桌球（一）
Physical Education: Table Tennis（Ⅰ）",陳俊民 ,"2
2/0/0",0,必修,"四4,5",桌球教室,40,link,支援中文系歷史系哲學系會資系財法系成教系紫荊不分系學士學位學程二年級.限本系生修.1.學士班一、二年級學生修習體育課需依規定每學期選課，如需重修(補修)者必須選原年級原學期之體育課程。2.選修課(大三/大四體育課)不得抵免必修體育課(大一/大二體育課)。3.體育課程選課人數以選課系統公告為主，如有特殊情況應先經體育中心教學活動組審核同意後，再送任課教師同意後簽章，始得加選。4.各班級保留5個名額，優先提供當學期轉學生修課，如遇該班級人數已滿，請有需求的同學於加退選期間持加簽到至體育中心辦理，先搶先贏。
